firstname;lastname;gender;year_of_birth;age;zip;city;country;party_short;district;list;list_place_1;list_place_2;incumbent;LINK_personal_website;LINK_facebook;LINK_Twitter;LINK_Instagram;X;name_bfs;vorname_bfs
Alex;Farinelli;m;1981;38;6949;Comano;Schweiz;FDP;Tessin;PLR Partito liberale radicale ticinese;3;NA;0;NA;https://www.facebook.com/alexfarinelliticino/;NA;NA;NA;Farinelli;Alex
Natalia;Ferrara;f;1982;37;6855;Stabio;Schweiz;FDP;Tessin;PLR Partito liberale radicale ticinese;4;NA;0;NA;https://www.facebook.com/NataliaFerraraMicocci/;NA;NA;NA;Ferrara;Natalia
Michela;Pfyffer;f;1972;47;6982;Agno;Schweiz;FDP;Tessin;PLR Partito liberale radicale ticinese;5;NA;0;NA;https://www.facebook.com/michelapfyffer.ch/;NA;https://www.instagram.com/michelapfyffer/;NA;Pfyffer;Michela
Alessandro;Spano;m;1993;26;6600;Locarno;Schweiz;FDP;Tessin;PLR Partito liberale radicale ticinese;6;NA;0;http://www.alessandrospano.ch;https://www.facebook.com/spanoalessandro;https://twitter.com/aleespano;NA;NA;Spano;Alessandro
Stefano;Steiger;m;1978;41;6612;Ascona;Schweiz;FDP;Tessin;PLR Partito liberale radicale ticinese;7;NA;0;NA;https://www.facebook.com/stefano.suppiger;NA;NA;NA;Steiger;Stefano
Karin;Valenzano Rossi;f;1972;47;6965;Cadro;Schweiz;FDP;Tessin;PLR Partito liberale radicale ticinese;8;NA;0;http://www.karinvalenzano.ch/login;https://www.facebook.com/karinvalenzano;https://twitter.com/KarinValenzano;NA;NA;Valenzano Rossi;Karin
Cyril;Aellen;m;1972;47;1255;Veyrier;Schweiz;FDP;Genf;PLR Principale;6;NA;0;NA;https://www.facebook.com/cyril.aellen;https://twitter.com/CyrilAellen;NA;NA;Aellen;Cyril
Murat Julian;Alder;m;1981;38;1205;Genève;Schweiz;FDP;Genf;PLR Principale;4;NA;0;http://www.muratalder.ch;https://www.facebook.com/muratalder;https://twitter.com/muratalder;NA;NA;Alder;Murat Julian
Philippe;Bauer;m;1962;57;2012;Auvernier;Schweiz;FDP;Neuenburg;PLR Principale;1;NA;1;NA;https://www.facebook.com/profile.php?id=100010028077493;NA;NA;NA;Bauer;Philippe
Alexandre;Berthoud;m;1977;42;1515;Neyruz-sur-Moudon;Schweiz;FDP;Waadt;PLR Principale;6;NA;0;NA;https://www.facebook.com/alexandre.berthoud2019;https://twitter.com/A_Berthoud;NA;NA;Berthoud;Alexandre
Florence;Bettschart;f;1974;45;1010;Lausanne;Schweiz;FDP;Waadt;PLR Principale;7;NA;0;NA;https://www.facebook.com/florence.bettschartnarbel;https://twitter.com/FloBettschart;https://www.instagram.com/flo12bn/;NA;Bettschart;Florence
Frédéric;Borloz;m;1966;53;1860;Aigle;Schweiz;FDP;Waadt;PLR Principale;2;NA;1;NA;https://www.facebook.com/frederic.borloz.1;https://twitter.com/FredericBorloz;NA;NA;Borloz;Frédéric
Christophe;Claivaz;m;1973;46;1997;Haute-Nendaz;Schweiz;FDP;Wallis;PLR Principale;2;NA;0;NA;https://www.facebook.com/christophe.clivaz;NA;NA;NA;Claivaz;Christophe
Damien;Cottier;m;1975;44;2068;Hauterive NE;Schweiz;FDP;Neuenburg;PLR Principale;2;NA;0;http://www.damiencottier.ch;https://www.facebook.com/DamienCottierCN/;https://twitter.com/cottierdamien;NA;NA;Cottier;Damien
Simone;de Montmollin;f;1968;51;1287;Laconnex;Schweiz;FDP;Genf;PLR Principale;3;NA;0;NA;https://www.facebook.com/simone.demontmollin;https://twitter.com/montmollin_de;NA;NA;De Montmollin;Simone
Jacqueline;de Quattro;f;1960;59;1815;clarens;Schweiz;FDP;Waadt;PLR Principale;8;NA;0;NA;https://www.facebook.com/JacquelineDeQuattro/;NA;https://www.instagram.com/jacqueline_de_quattro/;NA;de Quattro;Jacqueline
John;Desmeules;m;1978;41;1147;Montricher;Schweiz;FDP;Waadt;PLR Principale;9;NA;0;NA;https://www.facebook.com/john.desmeules;https://twitter.com/DesmeulesJohn;https://www.instagram.com/john_desmeules/;NA;Desmeules;John
Carole;Dubois;f;1964;55;1341;L’Orient;Schweiz;FDP;Waadt;PLR Principale;10;NA;0;NA;https://www.facebook.com/carole.dubois.902;NA;NA;NA;Dubois;Carole
Sophie;Dubuis;f;1974;45;1256;Troinex;Schweiz;FDP;Genf;PLR Principale;4;NA;0;NA;https://www.facebook.com/sophie.dubuis.16;https://twitter.com/sophiedubuis;https://www.instagram.com/so_dubuis/;NA;Dubuis;Sophie
Laurence;Duvoisin;f;1972;47;1066;Épalinges;Schweiz;FDP;Waadt;PLR Principale;11;NA;0;NA;https://www.facebook.com/laurence.ospel;NA;https://twitter.com/DuvoisinOspel;NA;Duvoisin;Laurence
Olivier;Feller;m;1974;45;1272;Genolier;Schweiz;FDP;Waadt;PLR Principale;3;NA;1;NA;https://www.facebook.com/olivierfeller;NA;NA;NA;Feller;Olivier
Mélanie;Follonier;f;1991;28;1966;Ayent;Schweiz;FDP;Wallis;PLR Principale;3;NA;0;NA;https://www.facebook.com/M%C3%A9lanie-Follonier-402821527180348/;https://twitter.com/Mlanie0412;https://www.instagram.com/melanie.follonier/;NA;Follonier;Mélanie
Olivier;Français;m;1955;64;1007;Lausanne;Schweiz;FDP;Waadt;PLR Principale;1;NA;0;NA;https://www.facebook.com/olivier.francais.plr;https://twitter.com/OliFrancais;NA;NA;Français;Olivier
Stéphane;Ganzer;m;1975;44;3968;Veyras;Schweiz;FDP;Wallis;PLR Principale;4;NA;0;NA;https://www.facebook.com/ganzer.stephane;NA;https://www.instagram.com/ganzerstephane/;NA;Ganzer;Stéphane
Benoit;Genecand;m;1964;55;1204;Genève;Schweiz;FDP;Genf;PLR Principale;2;NA;1;NA;https://www.facebook.com/profile.php?id=100009491705733;https://twitter.com/BenoitGenecand;https://www.instagram.com/benoitgenecand/;NA;NA;NA
Christine;Girod-Baumgartner;f;1967;52;1196;Gland;Schweiz;FDP;Waadt;PLR Principale;12;NA;0;NA;https://www.facebook.com/christine.girod;NA;NA;NA;Girod;Christine
Valériane;Grichting;f;1978;41;1965;Savièse;Schweiz;FDP;Wallis;PLR Principale;5;NA;0;NA;https://www.facebook.com/profile.php?id=100014524204734;NA;https://www.instagram.com/valeriane.grichting/;NA;Grichting;Valériane Myriam
Rémy;Jaquier;m;1952;67;1400;Yverdon-les-Bains;Schweiz;FDP;Waadt;PLR Principale;13;NA;0;NA;NA;NA;NA;NA;Jaquier;Rémy
Andreas;Jurt;m;1964;55;2300;La Chaux-de-Fonds;Schweiz;FDP;Neuenburg;PLR Principale;3;NA;0;NA;https://www.facebook.com/Andreas-Jurt-168525006630331/;https://twitter.com/AndreasJurt;NA;NA;Jurt;Andreas
Christian;Lüscher;m;1963;56;1204;Genève;Schweiz;FDP;Genf;PLR Principale;1;NA;1;NA;https://www.facebook.com/christian.luscher.5;NA;https://www.instagram.com/christianluscher63/;NA;Lüscher;Christian
Sylvie;Luginbühl;f;1975;44;1920;Martigny;Schweiz;FDP;Wallis;PLR Principale;6;NA;0;NA;https://www.facebook.com/s.luginbuehl.martigny.ch/;NA;https://www.instagram.com/sluginbuhl/;NA;Luginbühl;Sylvie Maude
Sandra;Menoud;f;1973;46;2105;Travers;Schweiz;FDP;Neuenburg;PLR Principale;4;NA;0;NA;NA;NA;NA;NA;Menoud;Sandra
Philippe;Miauton;m;1979;40;1003;Lausanne;Schweiz;FDP;Waadt;PLR Principale;14;NA;0;NA;https://www.facebook.com/PhilippeMiautonPLR/;https://twitter.com/PhMiauton;NA;NA;Miauton;Philippe
Isabelle;Moret;f;1970;49;1169;Yens;Schweiz;FDP;Waadt;PLR Principale;15;NA;1;NA;https://www.facebook.com/isabelle.moret.77;https://twitter.com/IsabelleMoret;NA;NA;Moret;Isabelle
Philippe;Nantermod;m;1984;35;1875;Morgins;Schweiz;FDP;Wallis;PLR Principale;1;NA;1;NA;https://www.facebook.com/nantermod;https://twitter.com/nantermod;https://www.instagram.com/nantermod/;NA;Nantermod;Philippe
Stéphane;Rezso;m;1964;55;1023;Crissier;Schweiz;FDP;Waadt;PLR Principale;16;NA;0;NA;https://www.facebook.com/stephane.rezso;NA;NA;NA;Rezso;Stéphane
Daniel;Ruch;m;1963;56;1082;Corcelles-le-Jorat;Schweiz;FDP;Waadt;PLR Principale;17;NA;0;NA;https://www.facebook.com/daniel.ruch.988;NA;NA;NA;Ruch;Daniel
Patrick;Simonin;m;1969;50;1439;Rances;Schweiz;FDP;Waadt;PLR Principale;18;NA;0;NA;https://www.facebook.com/patrick.simonin.5;https://twitter.com/S_i_m_s_;NA;NA;Simonin;Patrick
Eric;Sonnay;m;1960;59;1607;Les Tavernes;Schweiz;FDP;Waadt;PLR Principale;19;NA;0;NA;https://www.facebook.com/eric.sonnay;NA;NA;NA;Sonnay;Eric
Laurent;Wehrli;m;1965;54;1823;Glion;Schweiz;FDP;Waadt;PLR Principale;5;NA;1;NA;https://www.facebook.com/laurent.wehrli.9;https://twitter.com/LaurentWehrli;NA;NA;Wehrli;Laurent
Chantal;Weidmann Yenny;f;1969;50;1073;Savigny;Schweiz;FDP;Waadt;PLR Principale;4;NA;0;NA;https://www.facebook.com/chantal.weidmannyenny;NA;NA;NA;Weidmann Yenny;Chantal
Alexandre;de Senarclens;m;1975;44;1231;Conches;Schweiz;FDP;Genf;PLR. Les Libéraux-Radicaux Genève;6;NA;0;http://www.desenarclens.ch;https://www.facebook.com/alexandre.desenarclens;https://twitter.com/adesenarclens;NA;NA;De Senarclens;Alexandre
Bernard;Borel;m;1952;67;1860;Aigle;Schweiz;PdA;Waadt;POP Vaudois;1;NA;0;NA;NA;NA;NA;NA;Borel;Bernard
Carole;Castillo;f;1968;51;1020;Renens;Schweiz;PdA;Waadt;POP Vaudois;4;NA;0;NA;https://www.facebook.com/puce290568;NA;NA;NA;Castillo;Carole
Fabrice;Chaperon;m;1976;43;1266;Duiller;Schweiz;PdA;Waadt;POP Vaudois;3;NA;0;NA;https://www.facebook.com/fabrice.chaperon.1;NA;NA;NA;Chaperon;Fabrice
Nicole;Divorne;f;1970;49;1020;Renens;Schweiz;PdA;Waadt;POP Vaudois;6;NA;0;NA;https://www.facebook.com/profile.php?id=100003343802613;NA;https://www.instagram.com/divornef/;NA;Divorne;Nicole
Zakaria;Dridi;m;2001;18;1052;Le Mont sur Lausanne;Schweiz;PdA;Waadt;POP Vaudois;5;NA;0;NA;https://www.facebook.com/zakaria.dridi.969;https://twitter.com/dridi_zakaria;NA;NA;Dridi;Zakaria
Ozlem;Dursun;f;1979;40;1007;Lausanne;Schweiz;PdA;Waadt;POP Vaudois;8;NA;0;NA;https://www.facebook.com/dursunozlem;NA;NA;NA;Dursun;Ozlem
Christophe;Grand;m;1985;34;1880;Bex;Schweiz;PdA;Waadt;POP Vaudois;7;NA;0;http://www.popvaud.ch;https://www.facebook.com/christophe.grand.58;https://twitter.com/ChrisGrand85;NA;NA;Grand;Christophe
Caroline;Jobin;f;1950;69;1400;Yverdon-les-Bains;Schweiz;PdA;Waadt;POP Vaudois;10;NA;0;NA;NA;NA;NA;NA;Jobin Soumahoro;Caroline
Vincent;Keller;m;1975;44;1020;Renens;Schweiz;PdA;Waadt;POP Vaudois;9;NA;0;NA;NA;https://twitter.com/VincentKeller;NA;NA;Keller;Vincent
Mehmet;Korkmaz;m;1961;58;1020;Renens;Schweiz;PdA;Waadt;POP Vaudois;11;NA;0;NA;NA;NA;NA;NA;Korkmaz;Mehmet
Joaquim;Manzoni;m;1981;38;1004;Lausanne;Schweiz;PdA;Waadt;POP Vaudois;13;NA;0;NA;https://www.facebook.com/joaquim.manzoni.7;https://twitter.com/JoaquimManzoni;https://www.instagram.com/manzonijoaquim/;NA;Manzoni;Joa
Laura;Manzoni;f;1982;37;1004;Lausanne;Schweiz;PdA;Waadt;POP Vaudois;12;NA;0;NA;https://www.facebook.com/laura.nucci.58;https://twitter.com/ManzoniLauraPOP;NA;NA;Manzoni;Laura
Céline;Misiego;f;1980;39;1003;Lausanne;Schweiz;PdA;Waadt;POP Vaudois;14;NA;0;NA;https://www.facebook.com/celine.misiego;https://twitter.com/CMisiego;NA;NA;Misiego;Céline
Augustin;Mukamba;m;1962;57;1020;Renens;Schweiz;PdA;Waadt;POP Vaudois;15;NA;0;NA;NA;NA;NA;NA;Mukamba Moyo;Augustin
Luca;Schalbetter;m;1999;20;1400;Yverdon-les-Bains;Schweiz;PdA;Waadt;POP Vaudois;17;NA;0;http://www.popvaud.ch/electionsfederales2019/;https://www.facebook.com/luca.schalbetter;https://twitter.com/LucaSchalbetter;NA;NA;Schalbetter;Luca
Marie;Schneider;f;1973;46;1020;Renens;Schweiz;PdA;Waadt;POP Vaudois;16;NA;0;NA;NA;NA;NA;NA;Schneider;Marie
Véra;Tchérémissinoff;f;1942;77;1018;Lausanne;Schweiz;PdA;Waadt;POP Vaudois;18;NA;0;NA;https://www.facebook.com/vera.tcheremissinoff;NA;NA;NA;Tchérémissinoff;Véra
Anaïs;Timofte;f;1991;28;1004;Lausanne;Schweiz;PdA;Waadt;POP Vaudois;2;NA;0;NA;https://www.facebook.com/anais.timofte;https://twitter.com/anaistimofte;https://www.instagram.com/anaistimofte/;NA;Timofte;Anaïs
Marc;Vuilleumier;m;1951;68;1004;Lausanne;Schweiz;PdA;Waadt;POP Vaudois;19;NA;0;NA;NA;NA;NA;NA;Vuilleumier;Marc
Sarah;Blum;f;1984;35;2300;La Chaux-de-Fonds;Schweiz;PdA;Neuenburg;PopVerts;2;NA;0;NA;NA;NA;NA;NA;Blum;Sarah
Denis;de la Reussille;m;1960;59;2400;Le Locle;Schweiz;PdA;Neuenburg;PopVerts;1;NA;1;NA;NA;NA;NA;NA;de la Reussille;Denis
Derya;Dursun;f;1976;43;2000;Neuchâtel;Schweiz;PdA;Neuenburg;PopVerts;3;NA;0;NA;NA;NA;NA;NA;Dursun;Derya
Armin;Kapetanovic;m;1977;42;2300;La Chaux-de-Fonds;Schweiz;PdA;Neuenburg;PopVerts;4;NA;0;NA;NA;NA;NA;NA;Kapetanovic;Armin
Zoé;Bachmann;f;1989;30;2000;Neuchâtel;Schweiz;solid.;Neuenburg;PopVertSol – solidaritéS;1;NA;0;NA;NA;NA;NA;NA;Bachmann;Zoé
Marianne;Ebel;f;1948;71;2000;Neuchâtel;Schweiz;solid.;Neuenburg;PopVertSol – solidaritéS;2;NA;0;NA;NA;NA;NA;NA;Ebel;Marianne
Dimitri;Paratte;m;1988;31;2000;Neuchâtel;Schweiz;solid.;Neuenburg;PopVertSol – solidaritéS;3;NA;0;NA;NA;NA;NA;NA;Paratte;Dimitri
José;Sanchez;m;1956;63;2300;La Chaux-de-Fonds;Schweiz;solid.;Neuenburg;PopVertSol – solidaritéS;4;NA;0;NA;NA;NA;NA;NA;Sanchez;José
Nadja;Bloch;f;1990;29;5080;Laufenburg;Schweiz;Piraten;Aargau;PPAG – Piratenpartei;6;11;0;http://www.einshundeins.ch;https://www.facebook.com/nadja.bloch90;NA;NA;NA;Bloch;Nadja
André;Dünner;m;1957;62;0;Peru;Peru;Piraten;Aargau;PPAG – Piratenpartei;8;NA;0;NA;https://www.facebook.com/andre.duenner;NA;NA;NA;Dünner;André
Roger;Hausherr;m;1965;54;8967;Widen;Schweiz;Piraten;Aargau;PPAG – Piratenpartei;9;NA;0;NA;https://www.facebook.com/roger.hausherr;NA;NA;NA;Hausherr;Roger
Denis;Simonet;m;1985;34;5600;Lenzburg;Schweiz;Piraten;Aargau;PPAG – Piratenpartei;7;10;0;NA;NA;https://twitter.com/scif0r;NA;NA;Simonet;Denis
Valérie;Baggi;f;1996;23;6713;Malvaglia;Schweiz;JCVP;Tessin;PPD - Generazione Giovani Sopraceneri;1;NA;0;NA;NA;NA;NA;NA;Baggi;Valérie
Alessio;Carmine;m;1989;30;6612;Ascona;Schweiz;JCVP;Tessin;PPD - Generazione Giovani Sopraceneri;2;NA;0;NA;https://www.facebook.com/alessio.carminebonzani;NA;https://www.instagram.com/grissom789/;NA;Carmine;Alessio
Damiano;Della Bruna;m;1994;25;6533;Lumino;Schweiz;JCVP;Tessin;PPD - Generazione Giovani Sopraceneri;3;NA;0;NA;https://www.facebook.com/damiano.dellabruna;NA;NA;NA;Della Bruna;Damiano
Sofia;Franscella;f;1990;29;6600;Muralto;Schweiz;JCVP;Tessin;PPD - Generazione Giovani Sopraceneri;4;NA;0;NA;https://www.facebook.com/sofia.franscella.9;NA;https://www.instagram.com/sofiafranscella/;NA;Franscella;Sofia
Nadir;Gaiani;m;1993;26;6764;Chiggiogna;Schweiz;JCVP;Tessin;PPD - Generazione Giovani Sopraceneri;5;NA;0;NA;NA;NA;NA;NA;Gaiani;Nadir
Marco;Profeta;m;1993;26;6612;Ascona;Schweiz;JCVP;Tessin;PPD - Generazione Giovani Sopraceneri;6;NA;0;NA;https://www.facebook.com/marco.profeta.3;NA;NA;NA;Profeta;Marco
Giovanni;Albertini;m;1986;33;6900;Lugano;Schweiz;JCVP;Tessin;PPD - Generazione Giovani Sottoceneri;1;NA;0;http://www.ticinoelavoro.ch;https://www.facebook.com/Giovix86;NA;NA;NA;Albertini;Giovanni
Mauro;Andina;m;1993;26;6984;Brione Verzasca;Schweiz;JCVP;Tessin;PPD - Generazione Giovani Sottoceneri;2;NA;0;NA;NA;NA;NA;NA;Andina;Mauro
Tommaso;Merlini;m;1993;26;6982;Agno;Schweiz;JCVP;Tessin;PPD - Generazione Giovani Sottoceneri;3;NA;0;NA;https://www.facebook.com/tommaso.merlini;NA;NA;NA;Merlini;Tommaso
Damiano;Oleggini;m;1993;26;6805;Mezzovico-Vira;Schweiz;JCVP;Tessin;PPD - Generazione Giovani Sottoceneri;4;NA;0;NA;NA;NA;NA;NA;Oleggini;Damiano
Damiano;Pasquali;m;1996;23;6826;Riva San Vitale;Schweiz;JCVP;Tessin;PPD - Generazione Giovani Sottoceneri;5;NA;0;NA;https://www.facebook.com/damiano.pasquali.3;NA;https://www.instagram.com/damiano_pasquali/;NA;Pasquali;Damiano
Stefano;Rappi;m;1994;25;6982;Agno;Schweiz;JCVP;Tessin;PPD - Generazione Giovani Sottoceneri;6;NA;0;NA;https://www.facebook.com/stefano.rappi;NA;NA;NA;Rappi;Stefano
Rocco;Vicenzi;m;1994;25;6805;Mezzovico-Vira;Schweiz;JCVP;Tessin;PPD - Generazione Giovani Sottoceneri;7;NA;0;NA;NA;NA;NA;NA;Vicenzi;Rocco
Giuseppe;Cotti;m;1982;37;6600;Locarno;Schweiz;CVP;Tessin;PPD Ticino;1;NA;0;NA;https://www.facebook.com/Giuseppe-Cotti-190133177759419/;NA;NA;NA;Cotti;Giuseppe
Sabrina;Gendotti;f;1983;36;6900;Massagno;Schweiz;CVP;Tessin;PPD Ticino;2;NA;0;NA;https://www.facebook.com/sabrina.gendotti;NA;NA;NA;Gendotti;Sabrina
Stefano;Imelli;m;1981;38;6743;Bodio;Schweiz;CVP;Tessin;PPD Ticino;3;NA;0;NA;https://www.facebook.com/stefano.imelli;NA;NA;NA;Imelli;Stefano
Davide;Lurati;m;1966;53;6832;Pedrinate;Schweiz;CVP;Tessin;PPD Ticino;4;NA;0;NA;NA;NA;NA;NA;Lurati;Davide
Michele;Moor;m;1965;54;6944;Cureglia;Schweiz;CVP;Tessin;PPD Ticino;5;NA;0;NA;https://www.facebook.com/michelemoorPPD/;https://twitter.com/michele_moor;NA;NA;Moor;Michele
Fabio;Regazzi;m;1962;57;6596;Gordola;Schweiz;CVP;Tessin;PPD Ticino;6;NA;1;NA;https://www.facebook.com/cnfabioregazzi/;https://twitter.com/fregazzi;NA;NA;Regazzi;Fabio
Marco;Romano;m;1982;37;6850;Mendrisio;Schweiz;CVP;Tessin;PPD Ticino;7;NA;1;http://www.marcoromano.ch;https://www.facebook.com/marco.romano.739;https://twitter.com/MarcoRomanoPPD;NA;NA;Romano;Marco
Michele;Tricarico;m;1969;50;6963;Pregassona;Schweiz;CVP;Tessin;PPD Ticino;8;NA;0;NA;NA;NA;NA;NA;Tricarico;Michel
Jacques;Bourgeois;m;1958;61;1754;Avry-sur-Matran;Schweiz;FDP;Freiburg;Principale - PLR.Les Libéraux-Radicaux;3;NA;1;NA;NA;NA;NA;NA;Bourgeois;Jacques
Raphaël;Casazza;m;1977;42;1700;Fribourg;Schweiz;FDP;Freiburg;Principale - PLR.Les Libéraux-Radicaux;4;NA;0;NA;https://www.facebook.com/raphaelcasazza.ch/?__xts__[0]=68.ARADSgXbKZ5-82NnDbHmklHeluEHEuQ0Pyk_3SL2zzXKNpJV6n7U9z1e0G_ZBQi4_aynWn7W3xs2kmW-H9HShqmzEDSZuYIj0qpnDTt3fzDrfBmR8RSwyZtdBqczw-dh8xfkru0UKILbjGXHCyunFkDmDfPBhWi_48l5yMLBqjHa_VsMh_uSnLzf2PiT3nUfhwUcUThci0v_wAyG7LcLH2OQaMUGBeu2PoJSIvCoDGlIDwipEnO2SNIaCVOOu_X2u3-JmiZBti1_BpQKKD3JtSywTxvlcdUFo8RH-ZbW5TK3KqlP-T_7_Q6yw4NeeSTe-QtnrWLGVdrqSrGGYRZdoLd6XZwxUnU6q0OeUwseEoAIL8zz526T3fA9Yh_ddYkyH6_ayMcUTGIUCvcmOal8LkLEOTbfdnSIFhnBw2os_HuD;https://twitter.com/RaphaelCasazza;http://instagram.com/raphaelcasazza/;NA;Casazza;Raphaël
Romain;Collaud;m;1984;35;1692;Massonnens;Schweiz;FDP;Freiburg;Principale - PLR.Les Libéraux-Radicaux;5;NA;0;NA;https://www.facebook.com/collaudromain/;https://twitter.com/CollaudRomain;NA;NA;Collaud;Romain
Nadine;Gobet;f;1969;50;1630;Bulle;Schweiz;FDP;Freiburg;Principale - PLR.Les Libéraux-Radicaux;6;NA;0;NA;https://www.facebook.com/gobetnadine/;https://twitter.com/NadineGobet;https://www.instagram.com/nadine.gobet/;NA;Gobet;Nadine
Isabelle;Portmann;f;1972;47;1734;Tentlingen;Schweiz;FDP;Freiburg;Principale - PLR.Les Libéraux-Radicaux;1;NA;0;NA;https://www.facebook.com/profile.php?id=100012169022815;NA;NA;NA;Portmann;Isabella-Maria (Isabelle)
Alexandre;Vonlanthen;m;1977;42;1482;Cugy;Schweiz;FDP;Freiburg;Principale - PLR.Les Libéraux-Radicaux;7;NA;0;NA;https://www.facebook.com/AlexandreVonlanthenCN19/;NA;https://www.instagram.com/alexandre.vonlanthen/;NA;Vonlanthen;Alexandre
Christoph;Wieland;m;1984;35;1787;Mont-Vully;Schweiz;FDP;Freiburg;Principale - PLR.Les Libéraux-Radicaux;2;NA;0;http://www.christophwieland.ch;https://www.facebook.com/nationalrat/;NA;NA;NA;Wieland;Christoph
Marisa;Filipponi;f;1950;69;6600;Locarno;Schweiz;SP;Tessin;PS - PS60+;1;NA;0;NA;https://www.facebook.com/marilena.ranziantognoli;NA;NA;NA;Filipponi;Marisa
Carlo;Lepori;m;1947;72;6957;Roveredo TI;Schweiz;SP;Tessin;PS - PS60+;2;NA;0;http://www.carlolepori.ch;https://www.facebook.com/carlo.lepori;https://twitter.com/carlolepori;https://www.instagram.com/lepori_carlo/;NA;Lepori;Carlo
Erto;Paglia;m;1942;77;6760;Faido;Schweiz;SP;Tessin;PS - PS60+;3;NA;0;NA;NA;NA;NA;NA;Paglia;Erto
Patrizia;Pintus;f;1958;61;6830;Chiasso;Schweiz;SP;Tessin;PS - PS60+;4;NA;0;NA;https://www.facebook.com/patrizia.pintus.10;NA;NA;NA;Pintus;Patrizia
Marilena;Ranzi-Antognoli;f;1947;72;6962;Viganello;Schweiz;SP;Tessin;PS - PS60+;5;NA;0;NA;https://www.facebook.com/marilena.ranziantognoli;NA;NA;NA;Ranzi-Antognoli;Marilena
Mariano;Truaisch;m;1948;71;6718;Olivone;Schweiz;SP;Tessin;PS - PS60+;6;NA;0;NA;https://www.facebook.com/marino.truaisch;NA;NA;NA;Truaisch;Marino
Claudine;Godat;f;1960;59;1700;Fribourg;Schweiz;SP;Freiburg;PS 60+;3;NA;0;NA;https://www.facebook.com/claudine.godat.9;https://twitter.com/ClaudineGodat;NA;NA;Godat Saladin;Claudine
Erwin;Jutzet;m;1951;68;3185;Schmitten;Schweiz;SP;Freiburg;PS 60+;4;NA;0;NA;https://www.facebook.com/erwin.jutzet.10;https://twitter.com/jutzet;NA;NA;Jutzet;Erwin
Philippe;Pasquier;m;1951;68;1633;Marsens;Schweiz;SP;Freiburg;PS 60+;5;NA;0;NA;NA;NA;NA;NA;Pasquier;Philippe
Catherine;Plüss;f;1952;67;1470;Seiry;Schweiz;SP;Freiburg;PS 60+;2;NA;0;NA;https://www.facebook.com/catherine.pluss.1;NA;NA;NA;Plüss;Catherine
Andréa;Wassmer;f;1957;62;1782;Belfaux;Schweiz;SP;Freiburg;PS 60+;1;NA;0;NA;https://www.facebook.com/andrea.wassmer.3;https://twitter.com/AndWassmer;NA;NA;Wassmer;Andréa
Paul;Werthmüller;m;1941;78;3280;Murten;Schweiz;SP;Freiburg;PS 60+;6;NA;0;NA;NA;NA;NA;NA;Werthmüller;Paul
Emmanuel;Amoos;m;NA;NA;3960;Sierre;Schweiz;SP;Wallis;PS du Valais Romand;3;NA;0;NA;https://www.facebook.com/emanuel.amoos;NA;NA;NA;Amoos;Emmanuel
Blaise;Carron;m;NA;NA;1870;Monthey;Schweiz;SP;Wallis;PS du Valais Romand;5;NA;0;NA;https://www.facebook.com/blaise.carron.3;NA;NA;NA;Carron;Blaise
Catherine;Logean;f;NA;NA;1913;Saillon;Schweiz;SP;Wallis;PS du Valais Romand;2;NA;0;NA;https://www.facebook.com/catherine.logean;NA;https://www.instagram.com/catherine_logean_/;NA;Logean;Catherine
Caroline;Monnet;f;NA;NA;1908;Riddes;Schweiz;SP;Wallis;PS du Valais Romand;4;NA;0;NA;NA;NA;NA;NA;Monnet;Caroline
Mathias;Reynard;m;NA;NA;1965;Savièse;Schweiz;SP;Wallis;PS du Valais Romand;1;NA;1;NA;https://www.facebook.com/mathias.reynard;https://twitter.com/MathiasReynard;https://www.instagram.com/mathiasreynard/;NA;Reynard;Mathias
Paola;Riva Gapany;f;NA;NA;1965;Savièse;Schweiz;SP;Wallis;PS du Valais Romand;6;NA;0;NA;https://www.facebook.com/paola.rivagapany.7;NA;NA;NA;Riva Gapany;Paola
Anne-Laure;Secco;f;NA;NA;1978;Lens;Schweiz;SP;Wallis;PS du Valais Romand;7;NA;0;NA;https://www.facebook.com/annelaure.secco.EF19;https://twitter.com/al_secco;https://www.instagram.com/annelaure.secco/;NA;Secco;Anne-Laure
Afrim;Balija;m;1969;50;1791;Courtaman;Schweiz;SP;Freiburg;PS Intégration;1;NA;0;NA;NA;NA;NA;NA;Balija;Afrim
Giovanna;Garghentini Python;f;1964;55;1700;Fribourg;Schweiz;SP;Freiburg;PS Intégration;2;NA;0;NA;https://www.facebook.com/giovanna.garghentini;NA;NA;NA;Garghentini Python;Giovanna
Justin;Kabongi Alimasi;m;1972;47;1649;Pont-la-Ville;Schweiz;SP;Freiburg;PS Intégration;3;NA;0;NA;https://www.facebook.com/mikejustin.kabongi.5;NA;NA;NA;Kabongi Alimasi;Justin
Corinne;Margalhan-Ferrat;f;1967;52;1700;Fribourg;Schweiz;SP;Freiburg;PS Intégration;4;NA;0;NA;NA;NA;NA;NA;Margalhan-Ferrat;Corinne
Seline Zeynep;Sönmez-Özdemir;f;1981;38;1723;Marly;Schweiz;SP;Freiburg;PS Intégration;5;NA;0;NA;NA;NA;NA;NA;Sönmez Özdemir;Céline Zeynep
Veronika;Biegel;f;1981;38;83352;Altenmarkt;Deutschland;SP;Freiburg;PS International;7;NA;0;NA;NA;NA;NA;NA;Biegel;Veronika
